species_latin,family,country,province,site_name,habitat,soil_type,plant_part,unit,trait,trait_value,references
Shorea balangeran,Dipterocarpaceae,Indonesia,Central Kalimatan,Lahei,kerapah heath forest,peat,leaf,g.kg-1,magnesium,1.4,Tuah.et.al.2003
Shorea balangeran,Dipterocarpaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,nitrogen,13.2,Tuah.et.al.2003
Shorea balangeran,Dipterocarpaceae,Indonesia,Central Kalimatan,Lahei,kerapah heath forest,peat,leaf,g.kg-1,phosphorus,0.9,Tuah.et.al.2003
Shorea balangeran,Dipterocarpaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,phosphorus,0.3,Tuah.et.al.2003
Shorea balangeran,Dipterocarpaceae,Indonesia,Central Kalimatan,Lahei,kerapah heath forest,peat,leaf,g.kg-1,calcium,4.2,Tuah.et.al.2003
Shorea balangeran,Dipterocarpaceae,NA,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.86,PROSEA
Shorea balangeran,Dipterocarpaceae,South-East Asia (tropical),NA,NA,NA,unknown,wood,g.cm-3,wood density,0.69,DRYAD
Shorea balangeran,Dipterocarpaceae,Indonesia,Central Kalimatan,Lahei,kerapah heath forest,peat,leaf,g.kg-1,nitrogen,15.3,Tuah.et.al.2003
Shorea balangeran,Dipterocarpaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,potassium,6.7,Tuah.et.al.2003
Shorea balangeran,Dipterocarpaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,magnesium,2.1,Tuah.et.al.2003
Shorea balangeran,Dipterocarpaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,calcium,8.4,Tuah.et.al.2003
Shorea balangeran,Dipterocarpaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,calcium,5.8,Wedeux.2015
Shorea balangeran,Dipterocarpaceae,Indonesia,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.89,Saito.et.al.2016
Shorea balangeran,Dipterocarpaceae,Indonesia,Central Kalimatan,Lahei,kerapah heath forest,peat,leaf,g.kg-1,phosphorus,0.6,Tuah.et.al.2003
Shorea balangeran,Dipterocarpaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,magnesium,1.3,Wedeux.2015
Shorea balangeran,Dipterocarpaceae,Indonesia,Central Kalimatan,Lahei,kerapah heath forest,peat,leaf,g.kg-1,magnesium,2.2,Tuah.et.al.2003
Shorea balangeran,Dipterocarpaceae,Indonesia,Central Kalimatan,Lahei,kerapah heath forest,peat,leaf,g.kg-1,potassium,3,Tuah.et.al.2003
Shorea balangeran,Dipterocarpaceae,Indonesia,Central Kalimatan,Lahei,kerapah heath forest,peat,leaf,g.kg-1,calcium,9.6,Tuah.et.al.2003
Shorea balangeran,Dipterocarpaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,nitrogen,10.8,Tuah.et.al.2003
Shorea balangeran,Dipterocarpaceae,Indonesia,Central Kalimatan,Lahei,kerapah heath forest,peat,leaf,g.kg-1,potassium,4.7,Tuah.et.al.2003
Shorea balangeran,Dipterocarpaceae,Indonesia,Central Kalimatan,Lahei,kerapah heath forest,peat,leaf,g.kg-1,nitrogen,17.8,Tuah.et.al.2003
Shorea balangeran,Dipterocarpaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,nitrogen,13.1,Wedeux.2015
Shorea balangeran,Dipterocarpaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,phosphorus,0.73,Wedeux.2015
Shorea balangeran,Dipterocarpaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,potassium,3.4,Wedeux.2015
Shorea balangeran,Dipterocarpaceae,Indonesia,East Kalimantan,Muara Siran,peat swamp forest,peat,wood,g.cm-3,wood density,0.59,Amitra.et.al.2019
